date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
1/25/2021,ARKW,"ADYEN NV-UNSPON ADR",ADYEY,00783V104,1543161.00,71062564.05,1.05
1/25/2021,ARKW,"SYNOPSYS INC",SNPS,871607107,254382.00,68589018.66,1.01
1/25/2021,ARKW,"NANO DIMENSION LTD - ADR",NNDM,63008G203,4107653.00,68433498.98,1.01
1/25/2021,ARKW,"APPLE INC",AAPL,037833100,479769.00,68568585.48,1.01
1/25/2021,ARKW,"CLOUDFLARE INC - CLASS A",NET,18915M107,822613.00,68095904.14,1.00
1/25/2021,ARKW,"CROWDSTRIKE HOLDINGS INC - A",CRWD,22788C105,291631.00,63426826.19,0.93
1/25/2021,ARKW,"HUBSPOT INC",HUBS,443573100,162553.00,62460990.25,0.92
1/25/2021,ARKW,"ATLASSIAN CORP PLC-CLASS A",TEAM,G06242104,248921.00,57520664.68,0.85
1/25/2021,ARKW,"OKTA INC",OKTA,679295105,207487.00,54664525.02,0.81
1/25/2021,ARKW,"LENDINGCLUB CORP",LC,52603A208,4605038.00,52082979.78,0.77
1/25/2021,ARKW,"SILVERGATE CAPITAL CORP-CL A",SI,82837P408,503696.00,43242301.60,0.64
1/25/2021,ARKW,"SKILLZ INC",SKLZ,83067L109,959854.00,27471021.48,0.40
1/25/2021,ARKW,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,22779829.32,22779829.32,0.34
,,,,,,,
,,,,,,,
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,
